,0,1,2,3,4,5,6,7,8,9,10,11,12
984,2003/04/09,,,,,,,9223,,,,,
985,2003/04/04,19.9,20.6,21.9,16.0,21.0,18.2,,,8250,8700,7890,8415
986,2003/03/25,,,,,,,9807,,,,,
987,2003/03/12,,,,,,19.4,,,,,,
988,2003/02/25,,,,,,,,,8850,9300,8390,8915
989,2003/02/22,20.9,21.6,22.9,16.5,22.0,,,,,,,
990,2003/02/20,,,,,,18.2,,,,,,
991,2003/02/12,,,,,,,10111,6474,,,,
992,2003/02/08,,,,,,17.6,9613,6155,,,,
993,2003/01/23,,,,,,17.0,,,,,,
994,2003/01/10,,,,,,16.5,,,,,,
995,2003/01/09,20.1,20.8,22.1,15.8,21.2,,10011,6410,8250,8700,7790,8315
996,2002/12/28,19.6,20.3,21.6,15.6,20.7,,9821,6288,,,,
997,2002/10/26,19.3,20.0,21.3,15.4,20.4,,9630,6166,8050,8502,7594,8115
998,2002/10/02,,,,,,16.1,,,,,,
999,2002/09/27,18.5,19.6,20.9,14.4,19.6,,8678,5557,,,,
1000,2002/09/20,,,,,,,,,7850,8302,7394,7915
1001,2002/08/23,,,,,,15.5,,,,,,
1002,2002/08/20,18.1,19.2,20.5,13.8,19.2,15.0,8107,5191,7400,8002,6894,7615
1003,2002/07/02,,,,,,,,,7220,7822,6714,
1004,2002/06/01,17.1,18.2,19.5,13.3,18.2,,7616,4877,,,,
1005,2002/04/10,18.1,19.2,20.5,13.8,18.6,,7916,5069,6820,7695,6414,7435
1006,2001/12/15,,,,,,,,,6620,7495,6214,7235
1007,2001/12/08,17.1,18.2,19.4,13.3,17.4,,7345,4703,,,,
1008,2001/11/17,18.1,19.2,20.4,13.8,,,8011,5129,,,,
1009,2001/11/08,,,,,,,,,6820,7695,6314,7335
1010,2001/07/11,,,,,,,,,7140,8056,6610,7679
1011,2001/07/04,,,,,,15.6,,,,,,
1012,2001/06/29,18.4,19.5,20.7,14.1,18.4,,,,,,,
1013,2001/05/15,,,,,,,,,7296,8232,6767,7861
1014,2001/04/05,18.9,20.0,21.2,14.3,18.9,,8106,5190,7052,8061,6521,7689
1015,2001/04/03,,,,,,15.8,,,,,,
1016,2001/03/01,,,,,,,,,7288,8316,6768,7952
1017,2001/02/20,,,,,,16.2,,,,,,
1018,2001/02/01,,,,,,,,,7414,8404,6889,8037
1019,2000/11/03,19.2,20.2,21.2,14.6,19.2,,8392,5373,,,,
1020,2000/10/27,19.5,20.5,21.5,14.9,19.5,16.6,8678,5556,,,,
1021,2000/10/20,,,,,,,,,7623,9217,7077,9004
1022,2000/09/27,19.2,20.2,21.2,14.7,19.2,,8487,5434,,,,
1023,2000/09/21,,,,,,16.2,,,,,,
1024,2000/09/20,19.6,20.6,21.6,14.9,19.6,,8678,5556,,,,
1025,2000/09/14,,,,,,,,,7235,8887,6690,8682
1026,2000/08/02,18.3,19.3,20.3,14.3,18.3,15.2,8106,5190,6791,8887,6287,8682
1027,2000/06/21,18.6,19.6,20.6,14.5,18.6,15.6,8297,5312,6860,8977,6351,8770
1028,2000/05/17,,,,,,,,,6773,8864,6271,8659
1029,2000/03/29,18.1,19.1,20.1,14.2,18.1,15.1,8011,5129,,,,
1030,2000/03/28,,,,,,,,,6387,8487,5915,8291
1031,2000/02/16,17.6,18.6,19.6,13.8,17.6,14.7,7630,4885,,,,
1032,2000/02/15,,,,,,,,,5674,7536,5088,7126
1033,1999/12/08,17.2,18.2,19.2,13.4,17.2,14.3,7249,4641,5439,7223,4878,6830
1034,1999/11/10,16.8,17.8,18.8,13.0,16.8,13.9,6868,4397,5045,6827,4484,6434
1035,1999/09/01,16.4,17.4,18.4,12.7,16.4,13.5,6582,4195,4872,6615,4311,6223
1036,1999/08/11,16.4,17.4,18.4,12.7,16.4,13.5,6582,4195,4872,6615,4311,6223
1037,1999/07/14,16.0,17.0,18.0,12.4,16.0,13.1,6297,3997,4703,6407,4142,6014
1038,1999/05/12,15.6,16.6,,12.1,15.6,12.8,6011,3806,4545,6207,3984,5814
1039,1999/04/07,15.3,16.3,,11.8,15.3,12.5,5725,3628,4407,6020,3846,5627
1040,1999/01/06,15.0,16.0,,11.5,15.0,12.2,5440,3451,4270,5834,3709,5441
